Epoch	Learning Rate	Train Loss	
151.000000	0.100000	0.695947	
152.000000	0.100000	0.689391	
153.000000	0.100000	0.694557	
154.000000	0.100000	0.688243	
155.000000	0.100000	0.698169	
156.000000	0.100000	0.701478	
157.000000	0.100000	0.687500	
158.000000	0.100000	0.686163	
159.000000	0.100000	0.677306	
160.000000	0.100000	0.665497	
161.000000	0.100000	0.661258	
162.000000	0.100000	0.672219	
163.000000	0.100000	0.704014	
164.000000	0.100000	0.678945	
165.000000	0.100000	0.674541	
166.000000	0.100000	0.692130	
167.000000	0.100000	0.683952	
168.000000	0.100000	0.661869	
169.000000	0.100000	0.653979	
170.000000	0.100000	0.651407	
171.000000	0.100000	0.658247	
172.000000	0.100000	0.664815	
173.000000	0.100000	0.655587	
174.000000	0.100000	0.660818	
175.000000	0.100000	0.666501	
176.000000	0.100000	0.660578	
177.000000	0.100000	0.654395	
178.000000	0.100000	0.665389	
179.000000	0.100000	0.654644	
180.000000	0.100000	0.660221	
181.000000	0.100000	0.652132	
182.000000	0.100000	0.660189	
183.000000	0.100000	0.650816	
184.000000	0.100000	0.661087	
185.000000	0.100000	0.662038	
186.000000	0.100000	0.656290	
187.000000	0.100000	0.663863	
188.000000	0.100000	0.667790	
189.000000	0.100000	0.652909	
190.000000	0.100000	0.633061	
191.000000	0.100000	0.667897	
192.000000	0.100000	0.673331	
193.000000	0.100000	0.640997	
194.000000	0.100000	0.629300	
195.000000	0.100000	0.654240	
196.000000	0.100000	0.628600	
197.000000	0.100000	0.632473	
198.000000	0.100000	0.646381	
199.000000	0.100000	0.640370	
200.000000	0.100000	0.661619	
201.000000	0.100000	0.650164	
202.000000	0.100000	0.640777	
203.000000	0.100000	0.643806	
204.000000	0.100000	0.660782	
205.000000	0.100000	0.633977	
206.000000	0.100000	0.626692	
207.000000	0.100000	0.638561	
208.000000	0.100000	0.651334	
209.000000	0.100000	0.651973	
210.000000	0.100000	0.633418	
211.000000	0.100000	0.643102	
212.000000	0.100000	0.654760	
213.000000	0.100000	0.644646	
214.000000	0.100000	0.644130	
215.000000	0.100000	0.652275	
216.000000	0.100000	0.625460	
217.000000	0.100000	0.623874	
218.000000	0.100000	0.620256	
219.000000	0.100000	0.625228	
220.000000	0.100000	0.636022	
221.000000	0.100000	0.632211	
222.000000	0.100000	0.645281	
223.000000	0.100000	0.628906	
224.000000	0.100000	0.633591	
225.000000	0.100000	0.636659	
226.000000	0.100000	0.621079	
227.000000	0.100000	0.635973	
228.000000	0.100000	0.623615	
229.000000	0.100000	0.627947	
230.000000	0.100000	0.622973	
231.000000	0.100000	0.632762	
232.000000	0.100000	0.633231	
233.000000	0.100000	0.618228	
234.000000	0.100000	0.637331	
235.000000	0.100000	0.627972	
236.000000	0.100000	0.604188	
237.000000	0.100000	0.603484	
238.000000	0.100000	0.597947	
239.000000	0.100000	0.608174	
240.000000	0.100000	0.617371	
241.000000	0.100000	0.618812	
242.000000	0.100000	0.598105	
243.000000	0.100000	0.611462	
244.000000	0.100000	0.624308	
245.000000	0.100000	0.611350	
246.000000	0.100000	0.611647	
247.000000	0.100000	0.617613	
248.000000	0.100000	0.610131	
249.000000	0.100000	0.609445	
250.000000	0.100000	0.623812	
251.000000	0.100000	0.594770	
252.000000	0.100000	0.601252	
253.000000	0.100000	0.594129	
254.000000	0.100000	0.636657	
255.000000	0.100000	0.638339	
256.000000	0.100000	0.620439	
257.000000	0.100000	0.602419	
258.000000	0.100000	0.613254	
259.000000	0.100000	0.616150	
260.000000	0.100000	0.620477	
261.000000	0.100000	0.614329	
262.000000	0.100000	0.603859	
263.000000	0.100000	0.608546	
264.000000	0.100000	0.610876	
265.000000	0.100000	0.607292	
266.000000	0.100000	0.627927	
267.000000	0.100000	0.628726	
268.000000	0.100000	0.608871	
269.000000	0.100000	0.604136	
270.000000	0.100000	0.619576	
271.000000	0.100000	0.599941	
272.000000	0.100000	0.596142	
273.000000	0.100000	0.594087	
274.000000	0.100000	0.606236	
275.000000	0.100000	0.597040	
276.000000	0.100000	0.592140	
277.000000	0.100000	0.592795	
278.000000	0.100000	0.579737	
279.000000	0.100000	0.582265	
280.000000	0.100000	0.610356	
281.000000	0.100000	0.604817	
282.000000	0.100000	0.595861	
283.000000	0.100000	0.585926	
284.000000	0.100000	0.595433	
285.000000	0.100000	0.597578	
286.000000	0.100000	0.600178	
287.000000	0.100000	0.593917	
288.000000	0.100000	0.604157	
289.000000	0.100000	0.599238	
290.000000	0.100000	0.586823	
291.000000	0.100000	0.585425	
292.000000	0.100000	0.597099	
293.000000	0.100000	0.600067	
294.000000	0.100000	0.591963	
295.000000	0.100000	0.590509	
296.000000	0.100000	0.597190	
297.000000	0.100000	0.589130	
298.000000	0.100000	0.594364	
299.000000	0.100000	0.593992	
300.000000	0.100000	0.604774	
301.000000	0.100000	0.616579	
302.000000	0.100000	0.608441	
303.000000	0.100000	0.598773	
304.000000	0.100000	0.590829	
305.000000	0.100000	0.587598	
306.000000	0.100000	0.580792	
307.000000	0.100000	0.588822	
308.000000	0.100000	0.596623	
309.000000	0.100000	0.599911	
310.000000	0.100000	0.577093	
311.000000	0.100000	0.581461	
312.000000	0.100000	0.593116	
313.000000	0.100000	0.590697	
314.000000	0.100000	0.592544	
315.000000	0.100000	0.588397	
316.000000	0.100000	0.583451	
317.000000	0.100000	0.599043	
318.000000	0.100000	0.611240	
319.000000	0.100000	0.586522	
320.000000	0.100000	0.578224	
321.000000	0.100000	0.600154	
322.000000	0.100000	0.594647	
323.000000	0.100000	0.574895	
324.000000	0.100000	0.582368	
325.000000	0.100000	0.574286	
326.000000	0.100000	0.575664	
327.000000	0.100000	0.580822	
328.000000	0.100000	0.581530	
329.000000	0.100000	0.571452	
330.000000	0.100000	0.590286	
331.000000	0.100000	0.599166	
332.000000	0.100000	0.587734	
333.000000	0.100000	0.576511	
334.000000	0.100000	0.567291	
335.000000	0.100000	0.585296	
336.000000	0.100000	0.576786	
337.000000	0.100000	0.586082	
338.000000	0.100000	0.581678	
339.000000	0.100000	0.581795	
340.000000	0.100000	0.578322	
341.000000	0.100000	0.592809	
342.000000	0.100000	0.573087	
343.000000	0.100000	0.578124	
344.000000	0.100000	0.569956	
345.000000	0.100000	0.583073	
346.000000	0.100000	0.572408	
347.000000	0.100000	0.581844	
348.000000	0.100000	0.578231	
349.000000	0.100000	0.570741	
350.000000	0.100000	0.563237	
351.000000	0.100000	0.575209	
352.000000	0.100000	0.567094	
353.000000	0.100000	0.582424	
354.000000	0.100000	0.598280	
355.000000	0.100000	0.591732	
356.000000	0.100000	0.570441	
357.000000	0.100000	0.569068	
358.000000	0.100000	0.570041	
359.000000	0.100000	0.579340	
360.000000	0.100000	0.561947	
361.000000	0.100000	0.562191	
362.000000	0.100000	0.562841	
363.000000	0.100000	0.572472	
364.000000	0.100000	0.563287	
365.000000	0.100000	0.572225	
366.000000	0.100000	0.568791	
367.000000	0.100000	0.564168	
368.000000	0.100000	0.557006	
369.000000	0.100000	0.567768	
370.000000	0.100000	0.577956	
371.000000	0.100000	0.582821	
372.000000	0.100000	0.576586	
373.000000	0.100000	0.589005	
374.000000	0.100000	0.579689	
375.000000	0.100000	0.554729	
376.000000	0.100000	0.557649	
377.000000	0.100000	0.583073	
378.000000	0.100000	0.563908	
379.000000	0.100000	0.577785	
380.000000	0.100000	0.585118	
381.000000	0.100000	0.571479	
382.000000	0.100000	0.579421	
383.000000	0.100000	0.575632	
384.000000	0.100000	0.570802	
385.000000	0.100000	0.580666	
386.000000	0.100000	0.568283	
387.000000	0.100000	0.556616	
388.000000	0.100000	0.567370	
389.000000	0.100000	0.559274	
390.000000	0.100000	0.566888	
391.000000	0.100000	0.563158	
392.000000	0.100000	0.559234	
393.000000	0.100000	0.557752	
394.000000	0.100000	0.571320	
395.000000	0.100000	0.569298	
396.000000	0.100000	0.557126	
397.000000	0.100000	0.565569	
398.000000	0.100000	0.572216	
399.000000	0.100000	0.553543	
400.000000	0.100000	0.566381	
401.000000	0.010000	0.514487	
402.000000	0.010000	0.472107	
403.000000	0.010000	0.456792	
404.000000	0.010000	0.448710	
405.000000	0.010000	0.441413	
406.000000	0.010000	0.440059	
407.000000	0.010000	0.435216	
408.000000	0.010000	0.442605	
409.000000	0.010000	0.424484	
410.000000	0.010000	0.428217	
411.000000	0.010000	0.422711	
412.000000	0.010000	0.424249	
413.000000	0.010000	0.421916	
414.000000	0.010000	0.414034	
415.000000	0.010000	0.411669	
416.000000	0.010000	0.416421	
417.000000	0.010000	0.411335	
418.000000	0.010000	0.414719	
419.000000	0.010000	0.407196	
420.000000	0.010000	0.409084	
421.000000	0.010000	0.406218	
422.000000	0.010000	0.403863	
423.000000	0.010000	0.402072	
424.000000	0.010000	0.403094	
425.000000	0.010000	0.400833	
426.000000	0.010000	0.407382	
427.000000	0.010000	0.398304	
428.000000	0.010000	0.397671	
429.000000	0.010000	0.396438	
430.000000	0.010000	0.390173	
431.000000	0.010000	0.399446	
432.000000	0.010000	0.393690	
433.000000	0.010000	0.393326	
434.000000	0.010000	0.386776	
435.000000	0.010000	0.386580	
436.000000	0.010000	0.388144	
437.000000	0.010000	0.393754	
438.000000	0.010000	0.391566	
439.000000	0.010000	0.397842	
440.000000	0.010000	0.385362	
441.000000	0.010000	0.388376	
442.000000	0.010000	0.386103	
443.000000	0.010000	0.390722	
444.000000	0.010000	0.385465	
445.000000	0.010000	0.381690	
446.000000	0.010000	0.385375	
447.000000	0.010000	0.380783	
448.000000	0.010000	0.387786	
449.000000	0.010000	0.383004	
450.000000	0.010000	0.382841	
451.000000	0.010000	0.380345	
452.000000	0.010000	0.380374	
453.000000	0.010000	0.372307	
454.000000	0.010000	0.376368	
455.000000	0.010000	0.377080	
456.000000	0.010000	0.376164	
457.000000	0.010000	0.380522	
458.000000	0.010000	0.382876	
459.000000	0.010000	0.382836	
460.000000	0.010000	0.375424	
461.000000	0.010000	0.373091	
462.000000	0.010000	0.376078	
463.000000	0.010000	0.378553	
464.000000	0.010000	0.368764	
465.000000	0.010000	0.375644	
466.000000	0.010000	0.375415	
467.000000	0.010000	0.378080	
468.000000	0.010000	0.372574	
469.000000	0.010000	0.369274	
470.000000	0.010000	0.367233	
471.000000	0.010000	0.369319	
472.000000	0.010000	0.373252	
473.000000	0.010000	0.369882	
474.000000	0.010000	0.375245	
475.000000	0.010000	0.368986	
476.000000	0.010000	0.366757	
477.000000	0.010000	0.367215	
478.000000	0.010000	0.362140	
479.000000	0.010000	0.361661	
480.000000	0.010000	0.366614	
481.000000	0.010000	0.361882	
482.000000	0.010000	0.364349	
483.000000	0.010000	0.364919	
484.000000	0.010000	0.361076	
485.000000	0.010000	0.363472	
486.000000	0.010000	0.367647	
487.000000	0.010000	0.364947	
488.000000	0.010000	0.362889	
489.000000	0.010000	0.362828	
490.000000	0.010000	0.361595	
491.000000	0.010000	0.361583	
492.000000	0.010000	0.362320	
493.000000	0.010000	0.363265	
494.000000	0.010000	0.366933	
495.000000	0.010000	0.357351	
496.000000	0.010000	0.354610	
497.000000	0.010000	0.364853	
498.000000	0.010000	0.361304	
499.000000	0.010000	0.360083	
500.000000	0.010000	0.354259	
501.000000	0.010000	0.363979	
502.000000	0.010000	0.356041	
503.000000	0.010000	0.361822	
504.000000	0.010000	0.354403	
505.000000	0.010000	0.358526	
506.000000	0.010000	0.352023	
507.000000	0.010000	0.353360	
508.000000	0.010000	0.360312	
509.000000	0.010000	0.354238	
510.000000	0.010000	0.350259	
511.000000	0.010000	0.355663	
512.000000	0.010000	0.350447	
513.000000	0.010000	0.348984	
514.000000	0.010000	0.347079	
515.000000	0.010000	0.347550	
516.000000	0.010000	0.349289	
517.000000	0.010000	0.345154	
518.000000	0.010000	0.352061	
519.000000	0.010000	0.344375	
520.000000	0.010000	0.345061	
521.000000	0.010000	0.348641	
522.000000	0.010000	0.346506	
523.000000	0.010000	0.349585	
524.000000	0.010000	0.347523	
525.000000	0.010000	0.344621	
526.000000	0.010000	0.351432	
527.000000	0.010000	0.346816	
528.000000	0.010000	0.342523	
529.000000	0.010000	0.347569	
530.000000	0.010000	0.347125	
531.000000	0.010000	0.353252	
532.000000	0.010000	0.346779	
533.000000	0.010000	0.350169	
534.000000	0.010000	0.348271	
535.000000	0.010000	0.345345	
536.000000	0.010000	0.345781	
537.000000	0.010000	0.346988	
538.000000	0.010000	0.344798	
539.000000	0.010000	0.340059	
540.000000	0.010000	0.344597	
541.000000	0.010000	0.344934	
542.000000	0.010000	0.341647	
543.000000	0.010000	0.339925	
544.000000	0.010000	0.343098	
545.000000	0.010000	0.340916	
546.000000	0.010000	0.343653	
547.000000	0.010000	0.344945	
548.000000	0.010000	0.342832	
549.000000	0.010000	0.340475	
550.000000	0.010000	0.343940	
551.000000	0.010000	0.344623	
552.000000	0.010000	0.340600	
553.000000	0.010000	0.342483	
554.000000	0.010000	0.349791	
555.000000	0.010000	0.341182	
556.000000	0.010000	0.340804	
557.000000	0.010000	0.335670	
558.000000	0.010000	0.337514	
559.000000	0.010000	0.337033	
560.000000	0.010000	0.341124	
561.000000	0.010000	0.345490	
562.000000	0.010000	0.337817	
563.000000	0.010000	0.339804	
564.000000	0.010000	0.336598	
565.000000	0.010000	0.334975	
566.000000	0.010000	0.342374	
567.000000	0.010000	0.337071	
568.000000	0.010000	0.339588	
569.000000	0.010000	0.338502	
570.000000	0.010000	0.343956	
571.000000	0.010000	0.336845	
572.000000	0.010000	0.341322	
573.000000	0.010000	0.339476	
574.000000	0.010000	0.333605	
575.000000	0.010000	0.336411	
576.000000	0.010000	0.341407	
577.000000	0.010000	0.337605	
578.000000	0.010000	0.337293	
579.000000	0.010000	0.338332	
580.000000	0.010000	0.337617	
581.000000	0.010000	0.333239	
582.000000	0.010000	0.337845	
583.000000	0.010000	0.334022	
584.000000	0.010000	0.337072	
585.000000	0.010000	0.337788	
586.000000	0.010000	0.336079	
587.000000	0.010000	0.327238	
588.000000	0.010000	0.338864	
589.000000	0.010000	0.333574	
590.000000	0.010000	0.332684	
591.000000	0.010000	0.335758	
592.000000	0.010000	0.331989	
593.000000	0.010000	0.331617	
594.000000	0.010000	0.333079	
595.000000	0.010000	0.336313	
596.000000	0.010000	0.329220	
597.000000	0.010000	0.334978	
598.000000	0.010000	0.331874	
599.000000	0.010000	0.337266	
600.000000	0.010000	0.333747	
601.000000	0.010000	0.331094	
602.000000	0.010000	0.335040	
603.000000	0.010000	0.326613	
604.000000	0.010000	0.328482	
605.000000	0.010000	0.336054	
606.000000	0.010000	0.326878	
607.000000	0.010000	0.326281	
608.000000	0.010000	0.329768	
609.000000	0.010000	0.327702	
610.000000	0.010000	0.331711	
611.000000	0.010000	0.332240	
612.000000	0.010000	0.329117	
613.000000	0.010000	0.329035	
614.000000	0.010000	0.331563	
615.000000	0.010000	0.325210	
616.000000	0.010000	0.327700	
617.000000	0.010000	0.335466	
618.000000	0.010000	0.332662	
619.000000	0.010000	0.329424	
620.000000	0.010000	0.330711	
621.000000	0.010000	0.337307	
622.000000	0.010000	0.328635	
623.000000	0.010000	0.327590	
624.000000	0.010000	0.326524	
625.000000	0.010000	0.325067	
626.000000	0.010000	0.331671	
627.000000	0.010000	0.327328	
628.000000	0.010000	0.331550	
629.000000	0.010000	0.320881	
630.000000	0.010000	0.323683	
631.000000	0.010000	0.329855	
632.000000	0.010000	0.327629	
633.000000	0.010000	0.326614	
634.000000	0.010000	0.326297	
635.000000	0.010000	0.322033	
636.000000	0.010000	0.329553	
637.000000	0.010000	0.328876	
638.000000	0.010000	0.324831	
639.000000	0.010000	0.321325	
640.000000	0.010000	0.323675	
641.000000	0.010000	0.321065	
642.000000	0.010000	0.320332	
643.000000	0.010000	0.326080	
644.000000	0.010000	0.330613	
645.000000	0.010000	0.322209	
646.000000	0.010000	0.317229	
647.000000	0.010000	0.321476	
648.000000	0.010000	0.328594	
649.000000	0.010000	0.324760	
650.000000	0.010000	0.322549	
651.000000	0.010000	0.321669	
652.000000	0.010000	0.325191	
653.000000	0.010000	0.322951	
654.000000	0.010000	0.331449	
655.000000	0.010000	0.325872	
656.000000	0.010000	0.323757	
657.000000	0.010000	0.325742	
658.000000	0.010000	0.322055	
659.000000	0.010000	0.327673	
660.000000	0.010000	0.323548	
661.000000	0.010000	0.316173	
662.000000	0.010000	0.326597	
663.000000	0.010000	0.325760	
664.000000	0.010000	0.321955	
665.000000	0.010000	0.326375	
666.000000	0.010000	0.324299	
667.000000	0.010000	0.323073	
668.000000	0.010000	0.326750	
669.000000	0.010000	0.325843	
670.000000	0.010000	0.330548	
671.000000	0.010000	0.316786	
672.000000	0.010000	0.313700	
673.000000	0.010000	0.317775	
674.000000	0.010000	0.322712	
675.000000	0.010000	0.321273	
676.000000	0.010000	0.315422	
677.000000	0.010000	0.318839	
678.000000	0.010000	0.321482	
679.000000	0.010000	0.312650	
680.000000	0.010000	0.323512	
681.000000	0.010000	0.316276	
682.000000	0.010000	0.320795	
683.000000	0.010000	0.318538	
684.000000	0.010000	0.326669	
685.000000	0.010000	0.323639	
686.000000	0.010000	0.323068	
687.000000	0.010000	0.317831	
688.000000	0.010000	0.320456	
689.000000	0.010000	0.327596	
690.000000	0.010000	0.323964	
691.000000	0.010000	0.314616	
692.000000	0.010000	0.314751	
693.000000	0.010000	0.315958	
694.000000	0.010000	0.318249	
695.000000	0.010000	0.321756	
696.000000	0.010000	0.317659	
697.000000	0.010000	0.321068	
698.000000	0.010000	0.312812	
699.000000	0.010000	0.317613	
700.000000	0.010000	0.316324	
701.000000	0.010000	0.314238	
702.000000	0.010000	0.315410	
703.000000	0.010000	0.309623	
704.000000	0.010000	0.316636	
705.000000	0.010000	0.319644	
706.000000	0.010000	0.309775	
707.000000	0.010000	0.313964	
708.000000	0.010000	0.326095	
709.000000	0.010000	0.309348	
710.000000	0.010000	0.316543	
711.000000	0.010000	0.319412	
712.000000	0.010000	0.320560	
713.000000	0.010000	0.316762	
714.000000	0.010000	0.325924	
715.000000	0.010000	0.324313	
716.000000	0.010000	0.315571	
717.000000	0.010000	0.321736	
718.000000	0.010000	0.321691	
719.000000	0.010000	0.317704	
720.000000	0.010000	0.318560	
721.000000	0.010000	0.306752	
722.000000	0.010000	0.319045	
723.000000	0.010000	0.318249	
724.000000	0.010000	0.311261	
725.000000	0.010000	0.323019	
726.000000	0.010000	0.319027	
727.000000	0.010000	0.322610	
728.000000	0.010000	0.316725	
729.000000	0.010000	0.316674	
730.000000	0.010000	0.314845	
731.000000	0.010000	0.315497	
732.000000	0.010000	0.317671	
733.000000	0.010000	0.317954	
734.000000	0.010000	0.313572	
735.000000	0.010000	0.321452	
736.000000	0.010000	0.316413	
737.000000	0.010000	0.316985	
738.000000	0.010000	0.312805	
739.000000	0.010000	0.318409	
740.000000	0.010000	0.307948	
741.000000	0.010000	0.311541	
742.000000	0.010000	0.320996	
743.000000	0.010000	0.315485	
744.000000	0.010000	0.319983	
745.000000	0.010000	0.316422	
746.000000	0.010000	0.314972	
747.000000	0.010000	0.314959	
748.000000	0.010000	0.312835	
749.000000	0.010000	0.313856	
750.000000	0.010000	0.317063	
751.000000	0.010000	0.315953	
752.000000	0.010000	0.314281	
753.000000	0.010000	0.310172	
754.000000	0.010000	0.314993	
755.000000	0.010000	0.312123	
756.000000	0.010000	0.312156	
757.000000	0.010000	0.310680	
758.000000	0.010000	0.317153	
759.000000	0.010000	0.316691	
760.000000	0.010000	0.315842	
761.000000	0.010000	0.313235	
762.000000	0.010000	0.313356	
763.000000	0.010000	0.311333	
764.000000	0.010000	0.320761	
765.000000	0.010000	0.311162	
766.000000	0.010000	0.311297	
767.000000	0.010000	0.312523	
768.000000	0.010000	0.311912	
769.000000	0.010000	0.320427	
770.000000	0.010000	0.316674	
771.000000	0.010000	0.314469	
772.000000	0.010000	0.314246	
773.000000	0.010000	0.317647	
774.000000	0.010000	0.317771	
775.000000	0.010000	0.313425	
776.000000	0.010000	0.311554	
777.000000	0.010000	0.317439	
778.000000	0.010000	0.310563	
779.000000	0.010000	0.316924	
780.000000	0.010000	0.311088	
781.000000	0.010000	0.306529	
782.000000	0.010000	0.306770	
783.000000	0.010000	0.310801	
784.000000	0.010000	0.313882	
785.000000	0.010000	0.311999	
786.000000	0.010000	0.311238	
787.000000	0.010000	0.312142	
788.000000	0.010000	0.308823	
789.000000	0.010000	0.316842	
790.000000	0.010000	0.316459	
791.000000	0.010000	0.317702	
792.000000	0.010000	0.314682	
793.000000	0.010000	0.319210	
794.000000	0.010000	0.310156	
795.000000	0.010000	0.309427	
796.000000	0.010000	0.309757	
797.000000	0.010000	0.320739	
798.000000	0.010000	0.307912	
799.000000	0.010000	0.312194	
800.000000	0.010000	0.310166	
801.000000	0.001000	0.301541	
802.000000	0.001000	0.293987	
803.000000	0.001000	0.290505	
804.000000	0.001000	0.287482	
805.000000	0.001000	0.291675	
806.000000	0.001000	0.292291	
807.000000	0.001000	0.288112	
808.000000	0.001000	0.283836	
809.000000	0.001000	0.291874	
810.000000	0.001000	0.280120	
811.000000	0.001000	0.287509	
812.000000	0.001000	0.283015	
813.000000	0.001000	0.282594	
814.000000	0.001000	0.281483	
815.000000	0.001000	0.283159	
816.000000	0.001000	0.282526	
817.000000	0.001000	0.283624	
818.000000	0.001000	0.288331	
819.000000	0.001000	0.279047	
820.000000	0.001000	0.287294	
821.000000	0.001000	0.280327	
822.000000	0.001000	0.282241	
823.000000	0.001000	0.277081	
824.000000	0.001000	0.283017	
825.000000	0.001000	0.281455	
826.000000	0.001000	0.286141	
827.000000	0.001000	0.276213	
828.000000	0.001000	0.280649	
829.000000	0.001000	0.278590	
830.000000	0.001000	0.275805	
831.000000	0.001000	0.281241	
832.000000	0.001000	0.279735	
833.000000	0.001000	0.277680	
834.000000	0.001000	0.280953	
835.000000	0.001000	0.280853	
836.000000	0.001000	0.283209	
837.000000	0.001000	0.276898	
838.000000	0.001000	0.281159	
839.000000	0.001000	0.281421	
840.000000	0.001000	0.276752	
841.000000	0.001000	0.277631	
842.000000	0.001000	0.274491	
843.000000	0.001000	0.276210	
844.000000	0.001000	0.280461	
845.000000	0.001000	0.275252	
846.000000	0.001000	0.273973	
847.000000	0.001000	0.277564	
848.000000	0.001000	0.275722	
849.000000	0.001000	0.278123	
850.000000	0.001000	0.278674	
851.000000	0.001000	0.272916	
852.000000	0.001000	0.278390	
853.000000	0.001000	0.276822	
854.000000	0.001000	0.278889	
855.000000	0.001000	0.277558	
856.000000	0.001000	0.273191	
857.000000	0.001000	0.277627	
858.000000	0.001000	0.277378	
859.000000	0.001000	0.280657	
860.000000	0.001000	0.277640	
861.000000	0.001000	0.272802	
862.000000	0.001000	0.272602	
863.000000	0.001000	0.270006	
864.000000	0.001000	0.278421	
865.000000	0.001000	0.276118	
866.000000	0.001000	0.272238	
867.000000	0.001000	0.274731	
868.000000	0.001000	0.275106	
869.000000	0.001000	0.272052	
870.000000	0.001000	0.281161	
871.000000	0.001000	0.276974	
872.000000	0.001000	0.273541	
